Título,Endereço,Metro_m2,N_Quartos,N_Banheiros,N_Garagens,Valor_Mensal
"Apartamento com  Quarto para Aluguel, 69m²","Rua Culto à Ciência - Botafogo, Campinas - SP",69,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.300
                      /Mês"
"Apartamento com  Quarto para Aluguel, 30m²","Rua Culto à Ciência - Botafogo, Campinas - SP",30,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 620
                      /Mês"
"Apartamento com  Quarto para Aluguel, 51m²","Rua Major Telmo Coelho Filho, 314 - Parque Brasília, Campinas - SP",51,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.190
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Benedito Cardoso - Vila Carminha, Campinas - SP",45,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.200
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Manuel Francisco Monteiro, 668 - Parque Industrial, Campinas - SP",45,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.700
                      /Mês"
"Apartamento com  Quarto para Aluguel, 45m²","Rua Alcedino Fernandes de Mendonça - Jardim Ipaussurama, Campinas - SP",45,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.300
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 80m²,"Rua Manoel Herculano Marques de Fontes, 15 - Parque da Figueira, Campinas - SP",80,"3
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.350
                      /Mês"
"Apartamento com  Quarto para Aluguel, 30m²","Rua José Paulino, 2212 - Centro, Campinas - SP",30,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 650
                      /Mês"
"Apartamento com  Quarto para Aluguel, 55m²","Rua Ferreira Penteado - Cambuí, Campinas - SP",55,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.034
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 56m²","Rua Professor João Augusto de Toledo, 731 - Vila Proost de Souza, Campinas - SP",56,"3
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.300
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 36m²","Rua Jair Andrade e Silva - Jardim Ibirapuera, Campinas - SP",36,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.430
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Carlos Duarte de Oliveira - Jardim São Vicente, Campinas - SP",65,"3
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.510
                      /Mês"
"Apartamento com  Quarto para Aluguel, 43m²","Rua Onze de Agosto - Centro, Campinas - SP",43,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.200
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 43m²","Rua Cinco - Jardim Monte Alto, Campinas - SP",43,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 800
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 43m²","Rua Manuel Francisco Monteiro, 668 - Parque Industrial, Campinas - SP",43,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 2.000
                      /Mês"
Apartamento com  Quarto para Venda/Aluguel 58m²,"Rua Doutor Quirino, 1770 - Centro, Campinas - SP",58,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 1.200
                      /Mês"
"Apartamento com  Quarto para Aluguel, 48m²","Avenida Itatiaia - Jardim Andorinhas, Campinas - SP",48,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.100
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 220m²,"Rua Sacramento - Vila Itapura, Campinas - SP",220,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 4.000
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 42m²","Avenida Eduardo Alves de Lima - Jardim San Diego, Campinas - SP",42,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 780
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Antônio Santos Carvalhinho - Vila Trinta e Um de Marco, Campinas - SP",45,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.600
                      /Mês"
"Apartamento com  Quarto para Aluguel, 40m²","Rua Culto à Ciência - Botafogo, Campinas - SP",40,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.450
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 65m²","Ponte Preta, Campinas - SP",65,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.280
                      /Mês

Preço abaixo do mercado"
"Apartamento com 3 Quartos para Aluguel, 119m²","Rua Padre Almeida, 451 - Cambuí, Campinas - SP",119,"3
              

                Quartos","3
              

                Banheiros","1
                

                  Vaga","R$ 1.500
                      /Mês

Preço abaixo do mercado"
"Apartamento com 2 Quartos para Aluguel, 52m²","Avenida Governador Pedro de Toledo, 442 - Bonfim, Campinas - SP",52,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 2.500
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 73m²,"Rua Alferes Pedro de Souza, 720 - Vila Eliza, Campinas - SP",73,"3
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 2.700
                      /Mês"
"Apartamento com  Quarto para Aluguel, 45m²","Rua Doutor Emílio Ribas - Cambuí, Campinas - SP",45,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.700
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 73m²","Avenida Palestina - Jardim Flamboyant, Campinas - SP",73,"3
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.008
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 46m²","Avenida Washington Luís - Vila Marieta, Campinas - SP",46,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.000
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Doutor Sylvio Carvalhaes - Jardim Ipiranga, Campinas - SP",56,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 868
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Doutor Jeber Juabre - Jardim Márcia, Campinas - SP",50,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.200
                      /Mês"
